recId|SeqNumber|seqLength|displayLatitude|displayLongitude
778|1|1|20.87975|-156.67847
779|1|1|20.74543|-156.3072
780|1|1|19.6426491|-155.9969986
781|1|1|21.30711|-157.86644
782|1|1|21.31364|-157.86937
783|1|4|42.5590221|-114.4760479
783|2|4|42.5512483|-114.4659351
783|3|4|42.5525944|-114.4640063
783|4|4|42.560492|-114.4743045
784|1|1|46.7326347|-117.0308635
785|1|1|43.6831185|-114.3625129
786|1|1|43.6267779|-116.2404946
787|1|1|43.61121|-116.20654
788|1|1|43.521|-114.31594
789|1|1|43.61193|-116.24308
790|1|1|43.5753268|-116.2742449
791|1|1|43.79543|-114.44792
792|1|1|43.6045|-116.19241
793|1|1|42.85982|-112.44328
794|1|1|48.27639|-116.54992
795|1|1|43.5922308|-111.1011144
796|1|1|46.4144|-117.00021
797|1|1|48.27541|-116.54723
798|1|1|44.90882|-116.09699
799|1|1|48.3964304|-116.264134
800|1|1|43.46993|-112.03483
801|1|1|43.64243|-116.20865
802|1|1|43.5922308|-111.1011144
803|1|1|43.66598|-116.68914
804|1|1|47.70829|-116.89553
805|1|1|43.69386|-116.33258
806|1|1|42.55616|-114.46992
807|1|1|47.67449|-116.78365
808|1|1|47.67457|-116.78369
809|1|1|43.49598|-112.04507
810|1|1|45.1752174|-113.8931481
811|1|1|41.82265|-88.18636
812|1|1|41.94045|-87.65451
813|1|1|42.07099|-88.1443
814|1|1|41.78038|-88.14351
815|1|1|41.83892|-87.99854
816|1|1|41.88769|-88.30824
817|1|1|41.74054|-87.95296
818|1|4|41.2647431|-89.248212
818|2|4|41.2645549|-89.2314439
818|3|4|41.3799023|-89.2144029
818|4|4|41.2647049|-89.254611
819|1|1|41.945|-87.64741
820|1|1|41.89143|-87.62827
821|1|1|41.83829|-88.0106
822|1|1|41.80296|-88.17145
823|1|1|38.53327|-89.98096
824|1|1|41.90494|-87.63595
825|1|1|41.89606|-87.65086
826|1|1|41.92085|-87.70161
827|1|1|42.15114|-87.91453
828|1|1|42.05409|-88.03092
829|1|1|42.03459|-88.28189
830|1|1|41.91028|-87.67618
831|1|1|41.88425|-87.63245
832|1|1|41.9172707|-87.9269495
833|1|1|41.7200203|-88.0073853
834|1|1|42.18771|-88.18292
835|1|1|39.93337|-91.40945
836|1|1|42.05199|-87.97775
837|1|1|38.592|-89.95833
838|1|1|37.90861|-88.89896
839|1|1|42.07047|-88.14238
840|1|1|42.2872|-87.95394
841|1|1|41.88425|-87.63245
842|1|1|41.97503|-87.67401
843|1|1|42.09832|-88.27709
844|1|1|41.89011|-87.97663
845|1|1|42.2872|-87.95394
846|1|1|42.41753|-90.42579
847|1|1|42.45139|-88.30624
848|1|1|40.68572|-89.59477
849|1|1|40.10971|-88.23178
850|1|1|38.592|-89.95833
851|1|1|40.47893|-88.99506
852|1|1|41.60304|-87.85247
853|1|1|41.95938|-87.68215
854|1|1|42.2411399|-88.9765463
855|1|1|42.17773|-88.3362
856|1|1|41.7203836|-88.0438168
857|1|1|41.94647|-87.65563
858|1|2|41.88713|-87.67233
858|2|2|41.8866692|-87.6936577
859|1|1|41.91375|-87.65432
860|1|1|41.92755|-87.68154
861|1|1|41.87495|-88.06651
862|1|1|42.41753|-90.42579
863|1|1|42.41455|-90.43466
864|1|1|41.79258|-88.01047
865|1|1|41.54301|-87.67883
866|1|1|42.2026|-87.93124
867|1|1|37.97792|-87.58251
868|1|1|42.09839|-88.27836
869|1|1|41.79258|-88.01047
870|1|1|40.77473|-89.91656
871|1|1|41.98571|-87.66677
872|1|1|40.50577|-88.95824
873|1|1|37.71766|-89.20705
874|1|1|41.91559|-87.66678
875|1|1|42.26891|-89.09067
876|1|1|39.79535|-89.65518
877|1|1|42.1128|-88.04644
878|1|1|41.50626|-90.51654
879|1|1|41.90362|-88.03469
880|1|1|41.93057|-88.75147
881|1|1|41.51172|-90.57437
882|1|1|41.70319|-87.67332
883|1|1|41.50603|-90.51711
884|1|1|41.76047|-88.30889
885|1|1|41.06291|-85.33268
886|1|1|39.17352|-86.53741
887|1|1|41.5357|-87.51658
888|1|1|39.36136|-87.38388
889|1|1|39.76926|-86.14525
890|1|1|41.71957|-86.90585
891|1|1|39.7673|-86.15855
892|1|1|39.76484|-86.16027
893|1|1|39.20255|-85.92174
894|1|1|39.61513|-86.09082
895|1|1|38.32803|-85.81723
896|1|1|41.66251|-85.94398
897|1|1|41.69397|-86.18279
898|1|1|37.9814216|-87.5640728
899|1|1|41.0675|-85.15325
900|1|1|37.97124|-87.57102
901|1|1|40.4194|-86.88996
902|1|1|39.81579|-86.01162
903|1|1|40.43636|-86.12842
904|1|1|39.13579|-84.93057
905|1|1|39.92702|-86.16008
906|1|1|41.09464|-85.11932
907|1|1|39.90675|-86.05338
908|1|1|39.46221|-87.40467
909|1|1|39.87044|-86.14128
910|1|1|39.87362|-86.14286
911|1|1|39.17171|-86.51099
912|1|1|39.5126052|-87.1336848
913|1|1|40.04532|-86.01554
914|1|1|41.60517|-86.71526
915|1|1|39.76498|-86.15909
916|1|1|39.19734|-96.50917
917|1|1|37.68207|-95.45203
918|1|1|38.91504|-94.6683
919|1|1|37.68743|-97.32722
920|1|1|38.88589|-94.79547
921|1|1|38.96466|-94.66534
922|1|1|38.63918|-98.66762
923|1|1|37.68334|-97.33331
924|1|1|39.19106|-96.6094
925|1|1|38.97016|-95.23614
926|1|1|39.3168|-94.91079
927|1|1|37.6283863|-97.781369
928|1|1|38.88589|-94.79547
929|1|1|37.72415|-97.22554
930|1|1|37.73113|-97.46377
931|1|1|38.91222|-94.75967
932|1|1|39.12424|-94.82393
933|1|1|38.87203|-99.32949
934|1|1|38.97176|-95.23565
935|1|1|38.94894|-95.22645
936|1|1|38.99876|-94.70389
937|1|1|38.93492|-94.66886
938|1|1|39.00049|-95.68399
939|1|1|38.91639|-94.64358
940|1|1|39.0487029|-95.6747875
941|1|1|38.94303|-95.28108
942|1|1|38.24596|-85.73238
943|1|1|39.0438059|-84.572452
944|1|1|38.25644|-85.72663
945|1|1|38.04989|-84.50953
946|1|1|38.26973|-85.65262
947|1|1|39.0948|-84.49427
948|1|1|38.23086|-85.70552
949|1|1|38.25566|-85.74557
950|1|1|38.25566|-85.74557
951|1|1|38.25464|-85.74007
952|1|1|38.25304|-85.65385
953|1|1|38.04989|-84.50953
954|1|1|32.38248|-93.72489
955|1|1|29.96319|-90.15877
956|1|1|30.40449|-90.15583
957|1|1|29.91674|-90.11692
958|1|1|30.21158|-89.78712
959|1|1|30.26826|-91.93447
960|1|1|29.79763|-90.82017
961|1|1|30.47771|-90.09714
962|1|1|29.9481|-90.0651
963|1|1|29.94631|-90.11306
964|1|1|29.95582|-90.06407
965|1|1|30.38991|-91.92611
966|1|1|29.97577|-90.09984
967|1|1|30.47856|-90.03917
968|1|1|30.48303|-90.04821
969|1|1|45.07709|-70.21268
970|1|1|44.4468619|-70.8091305
971|1|1|44.4468619|-70.8091305
972|1|1|45.07709|-70.21268
973|1|1|43.710272|-70.3055738
974|1|1|43.82|-70.11022
975|1|1|46.6953|-68.00174
976|1|1|43.66155|-70.24849
977|1|1|44.14466|-69.60456
978|1|1|43.67916|-70.3968
979|1|1|43.63|-70.33214
980|1|1|43.67862|-70.43924
981|1|1|43.65778|-70.25382
982|1|1|44.79664|-68.77019
983|1|1|44.20972|-69.06823
984|1|1|44.10117|-69.12277
985|1|1|44.73858|-69.60774
986|1|1|44.6704196|-70.1524576
987|1|1|44.39619|-68.2264
988|1|1|43.70283|-70.31999
989|1|1|44.38897|-68.20622
990|1|1|44.28629|-69.7902
991|1|1|44.36778|-69.32855
992|1|1|43.66155|-70.24849
993|1|1|45.29249|-69.98803
994|1|1|44.220575|-69.7866824
995|1|1|43.89291|-70.00647
996|1|1|43.84577|-70.1146
997|1|1|43.6567187|-70.2528516
998|1|1|44.09733|-70.22464
999|1|1|44.0972639|-70.2251778
1000|1|1|43.87046|-70.10666
1001|1|1|43.35956|-70.47902
1002|1|1|43.70774|-70.31485
1003|1|1|43.70216|-70.31795
1004|1|1|43.96937|-70.59427
1005|1|1|44.765656|-69.7182792
1006|1|1|43.22832|-70.73847
1007|1|1|44.43087|-68.98878
1008|1|1|44.883272|-68.6720592
1009|1|1|44.32871|-68.20715
1010|1|1|44.39971|-68.33362
1011|1|1|44.33189|-69.04152
1012|1|1|43.70308|-70.31689
1013|1|1|38.97345|-77.12724
1014|1|1|38.33403|-75.80778
1015|1|1|39.27711|-76.61318
1016|1|1|39.27711|-76.61318
1017|1|1|39.27711|-76.61318
1018|1|1|38.3494031|-76.4559921
1019|1|1|39.19844|-76.8198
1020|1|1|38.98892|-77.09772
1021|1|1|39.37162|-76.46369
1022|1|1|39.2865413|-76.6177612
1023|1|2|39.21978|-76.6635
1023|2|2|39.2004624|-76.6572114
1024|1|1|39.2865413|-76.6177612
1025|1|1|39.14209|-77.19355
1026|1|1|39.3756|-77.15551
1027|1|1|39.3996328|-79.3872423
1028|1|1|39.57538|-76.9959
1029|1|1|39.00685|-77.05005
1030|1|1|39.14209|-77.19355
1031|1|1|39.0849451|-77.1507598
1032|1|1|39.27462|-76.60365
1033|1|1|39.41142|-77.40834
1034|1|1|38.95226|-76.94013
1035|1|1|38.97824|-76.49455
1036|1|1|39.41124|-77.40845
1037|1|1|39.3756|-77.15551
1038|1|1|38.45056|-75.57034
1039|1|1|39.26811|-76.79943
1040|1|1|39.44917|-76.29139
1041|1|1|38.97824|-76.49455
1042|1|1|39.23084|-76.67513
1043|1|1|39.55585|-77.04125
1044|1|1|38.98005|-76.54311
1045|1|1|39.3991699|-76.5452214
1046|1|1|38.97781|-76.49082
1047|1|1|39.2851|-76.61246
1048|1|1|39.2811|-76.56517
1049|1|1|39.30277|-76.61637
1050|1|1|39.41615|-77.41048
1051|1|1|39.30074|-76.81238
1052|1|1|39.38204|-77.3999
1053|1|1|39.27816|-76.82739
1054|1|1|39.28838|-76.60391
1055|1|1|39.28086|-76.55747
1056|1|1|42.55851|-71.87068
1057|1|1|42.39013|-71.50045
1058|1|1|42.56233|-70.97645
1059|1|1|42.36442|-71.06047
1060|1|1|42.36439|-71.06049
1061|1|1|42.52063|-70.89119
1062|1|1|42.32147|-71.64281
1063|1|1|42.52063|-70.89119
1064|1|1|42.35139|-71.06548
1065|1|1|42.2038|-71.00924
1066|1|1|42.36581|-71.11469
1067|1|1|42.45074|-73.25419
1068|1|1|42.1336|-72.10667
1069|1|1|42.58858|-72.60011
1070|1|1|42.4897421|-71.1864165
1071|1|1|42.20117|-72.61042
1072|1|1|42.17006|-71.19801
1073|1|1|42.77238|-70.83986
1074|1|1|42.23611|-72.72476
1075|1|1|42.37914|-71.07204
1076|1|1|42.57023|-70.93708
1077|1|1|42.27555|-71.4259
1078|1|1|42.39013|-71.50045
1079|1|1|41.45588|-70.55738
1080|1|1|42.31742|-72.63026
1081|1|1|42.34825|-71.13431
1082|1|2|42.3738894|-71.1190049
1082|2|2|42.374911|-71.1192092
1083|1|1|42.43025|-71.61638
1084|1|1|42.10092|-72.61617
1085|1|1|42.52794|-71.14794
1086|1|1|41.94951|-70.71108
1087|1|1|42.34693|-71.03416
1088|1|1|42.2672356|-71.800971
1089|1|1|42.65103|-71.3163
1090|1|1|42.37255|-71.11962
1091|1|1|42.2990815|-71.3936705
1092|1|1|42.67259|-70.84387
1093|1|1|42.3610439|-72.4869628
1094|1|1|42.77268|-71.08521
1095|1|1|42.34693|-71.03416
1096|1|1|42.57578|-71.99715
1097|1|1|42.35711|-71.05207
1098|1|1|42.6952698|-70.8517234
1099|1|1|42.2764666|-71.7176433
1100|1|1|42.45852|-71.39646
1101|1|1|42.65049|-71.31648
1102|1|1|42.36364|-71.06129
1103|1|1|42.03005|-70.6799
1104|1|1|42.6559651|-70.9128637
1105|1|1|41.2636|-70.13143
1106|1|1|41.67835|-70.31093
1107|1|1|42.61022|-70.66639
1108|1|1|42.36657|-71.09019
1109|1|1|41.56777|-71.05017
1110|1|1|42.31742|-72.63026
1111|1|1|42.65049|-71.31648
1112|1|1|41.4577191|-70.5575767
1113|1|1|42.45074|-73.25419
1114|1|1|42.37425|-71.12055
1115|1|1|42.49421|-71.01496
1116|1|1|42.35139|-71.06548
1117|1|1|42.3472|-71.099
1118|1|1|42.3142|-71.10352
1119|1|1|42.34425|-71.03312
1120|1|1|42.15051|-71.10366
1121|1|1|42.47868|-72.60941
1122|1|1|42.2149632|-73.343834
1123|1|1|42.34939|-71.0811
1124|1|1|42.381148|-71.0533238
1125|1|1|42.45074|-73.25419
1126|1|1|42.376123|-72.5200049
1127|1|1|42.64902|-85.28741
1128|1|1|46.54258|-87.39275
1129|1|1|42.79174|-86.10793
1130|1|1|43.60816|-83.86631
1131|1|1|44.86674|-85.42545
1132|1|1|42.71731|-84.42928
1133|1|1|42.35091|-83.06599
1134|1|1|46.41898|-85.55613
1135|1|1|42.20239|-83.15132
1136|1|1|44.97627|-85.21036
1137|1|1|42.63211|-82.97363
1138|1|1|42.91599|-85.54852
1139|1|1|42.6656|-86.16644
1140|1|1|43.71945|-84.39
1141|1|1|42.48751|-83.14244
1142|1|1|42.79029|-86.09884
1143|1|1|42.68064|-83.1308
1144|1|1|42.94735|-83.72279
1145|1|1|47.24648|-88.45338
1146|1|1|42.97561|-82.42229
1147|1|1|42.2916409|-85.5816477
1148|1|1|42.16811|-85.84939
1149|1|1|43.07696|-86.21223
1150|1|1|44.76436|-85.62868
1151|1|1|42.79|-86.10439
1152|1|1|43.60417|-84.95003
1153|1|1|42.35166|-83.06584
1154|1|1|41.92021|-86.45766
1155|1|1|42.71962|-85.47276
1156|1|1|42.6616|-84.19465
1157|1|1|44.78147|-85.58616
1158|1|1|43.60157|-83.89729
1159|1|1|42.11806|-86.45364
1160|1|1|42.48679|-83.14698
1161|1|1|47.1220939|-88.5671128
1162|1|1|42.37912|-83.46122
1163|1|1|42.27527|-83.74844
1164|1|1|30.37648|-89.44919
1165|1|1|46.6721971|-85.9851254
1166|1|1|42.52775|-83.04675
1167|1|1|42.29447|-85.57836
1168|1|2|42.64135|-83.29421
1168|2|2|42.64244|-83.2958
1169|1|1|47.122|-88.56919
1171|1|1|42.2947357|-85.5789034
1172|1|1|42.33748|-83.88954
1173|1|1|46.50092|-87.6792
1174|1|1|43.9521173|-86.4479149
1175|1|1|42.27796|-84.31016
1176|1|1|42.96237|-85.67058
1177|1|1|43.01785|-85.63081
1178|1|1|45.74586|-87.05558
1179|1|1|42.46888|-83.15257
1180|1|1|42.73628|-84.48271
1181|1|1|42.2806449|-83.7494037
1182|1|1|42.56031|-82.96562
1183|1|1|42.91282|-85.57738
1184|1|1|42.33366|-83.02871
1185|1|1|43.33098|-83.7378
1186|1|1|43.33098|-83.7378
1187|1|1|42.9743|-85.67222
1188|1|1|42.25221|-83.17603
1189|1|1|45.06791|-83.43421
1190|1|1|42.45163|-82.91377
1191|1|1|42.2947357|-85.5789034
1192|1|1|42.16811|-85.84939
1193|1|1|42.49272|-82.97516
1194|1|1|42.33583|-83.04883
1195|1|1|42.38825|-82.94064
1196|1|1|42.26671|-84.96389
1197|1|1|42.49668|-83.28992
1198|1|1|42.57661|-83.44265
1199|1|1|42.23883|-85.56068
1200|1|1|45.21778|-84.82342
1201|1|1|45.21202|-85.00931
1202|1|1|42.96359|-85.67281
1203|1|1|42.2805549|-83.74704
1204|1|1|42.73407|-84.54376
1205|1|1|42.53369|-83.14583
1206|1|1|43.31472|-83.7339
1207|1|1|42.5466|-83.19562
1208|1|1|45.02172|-84.68399
1209|1|1|42.28409|-85.4529
1210|1|1|42.2947357|-85.5789034
1211|1|1|42.48663|-83.14366
1212|1|1|44.4303497|-84.1162577
1213|1|1|42.33367|-83.04219
1214|1|1|42.33715|-83.01865
1215|1|1|43.62549|-84.24477
1216|1|1|42.94457|-85.63126
1217|1|1|42.32193|-85.18555
1218|1|1|42.25026|-83.6098
1219|1|1|42.28024|-83.74781
1220|1|1|42.75606|-84.49741
1221|1|1|47.46839|-94.88123
1222|1|1|46.87476|-96.76962
1223|1|1|44.93023|-93.12451
1224|1|1|45.04285|-93.32449
1225|1|1|44.91391|-93.13963
1226|1|1|44.9636|-93.07087
1227|1|1|44.98446|-93.25457
1228|1|1|44.96409|-92.76696
1229|1|1|44.89533|-93.41852
1230|1|1|44.946225|-93.0952377
1231|1|1|44.90714|-93.16916
1232|1|1|44.97605|-93.27537
1233|1|1|44.92229|-92.90134
1234|1|1|44.97298|-93.15579
1235|1|1|45.5584951|-94.1985051
1236|1|1|44.94623|-93.16678
1237|1|1|44.9636|-93.07087
1238|1|1|44.92883|-93.12358
1239|1|1|44.97339|-93.24779
1240|1|1|44.02977|-92.74799
1241|1|1|45.00095|-93.25156
1242|1|1|44.94914|-93.28851
1243|1|1|44.93984|-93.15701
1244|1|1|44.9467|-93.09697
1245|1|1|45.09057|-93.43208
1246|1|1|45.0147729|-93.173913
1247|1|1|44.93068|-93.34932
1248|1|1|44.83667|-93.16648
1249|1|1|45.5501|-94.20663
1250|1|1|45.45873|-94.42986
1251|1|1|44.90857|-93.15375
1252|1|1|46.79224|-92.09073
1253|1|1|45.45873|-94.42986
1254|1|1|44.02183|-92.46365
1255|1|1|44.40984|-95.41036
1256|1|1|45.03611|-93.19828
1257|1|1|44.162832|-93.9712075
1258|1|1|44.0470378|-91.675783
1259|1|2|44.29069|-94.44748
1259|2|2|44.29069|-94.44748
1260|1|1|44.9636|-93.07087
1261|1|1|46.39878|-105.82251
1262|1|1|48.01613|-114.22525
1263|1|1|45.68102|-111.06143
1264|1|1|46.59774|-112.0373
1265|1|1|45.77318|-111.17001
1266|1|1|45.19216|-109.24725
1267|1|1|47.75622|-113.84851
1268|1|1|45.66799|-110.54949
1269|1|1|45.78268|-108.5061
1270|1|1|46.59931|-112.01251
1271|1|1|48.09015|-105.64234
1272|1|1|46.39878|-105.82251
1273|1|1|45.77061|-111.16683
1274|1|1|46.59774|-112.0373
1275|1|1|48.1483|-114.0082
1276|1|1|46.86559|-113.99877
1277|1|1|46.59931|-112.01251
1278|1|1|46.87538|-113.99188
1279|1|1|45.7777|-108.55386
1280|1|1|47.32865|-110.88453
1281|1|1|48.41231|-114.33705
1282|1|1|47.68597|-114.16265
1283|1|1|48.00097|-114.05669
1284|1|1|45.78043|-108.56599
1285|1|1|46.59774|-112.0373
1286|1|1|45.68449|-111.02373
1287|1|1|46.58643|-112.04161
1288|1|2|46.24721|-114.15427
1288|2|2|46.2478224|-114.1451603
1289|1|1|46.87065|-114.00603
1290|1|1|46.85322|-104.29891
1291|1|1|46.86559|-113.99877
1292|1|1|46.87257|-114.02023
1293|1|1|43.97912|-71.12143
1294|1|2|42.99437|-71.46749
1294|2|2|42.980954|-71.4652231
1295|1|1|43.03226|-70.79574
1296|1|1|43.63151|-72.31981
1297|1|1|43.08792|-70.80345
1298|1|1|43.07789|-70.75785
1299|1|1|42.83774|-71.66085
1300|1|2|42.95507|-71.2594
1300|2|2|42.9395917|-71.2717237
1301|1|1|42.74268|-71.58969
1302|1|1|44.07085|-71.14293
1303|1|2|42.99437|-71.46749
1303|2|2|42.980954|-71.4652231
1304|1|1|42.76035|-71.46531
1305|1|1|43.72765|-71.59777
1306|1|1|44.30707|-71.77389
1307|1|1|43.4002804|-71.9599188
1308|1|1|42.93216|-72.28694
1309|1|1|43.72416|-71.39228
1310|1|1|42.82215|-71.48819
1311|1|1|39.36209|-74.4388
1312|1|1|40.35025|-74.65811
1313|1|1|40.68897|-74.43475
1314|1|1|40.56899|-75.0957
1315|1|1|39.70495|-74.13505
1316|1|1|40.56899|-75.0957
1317|1|1|40.36843|-74.94773
1318|1|1|40.34746|-74.07453
1319|1|1|40.54826|-74.32642
1320|1|1|40.70076|-75.19803
1321|1|1|40.74957|-74.02665
1322|1|1|40.78448|-74.78019
1323|1|1|41.03111|-74.64019
1324|1|1|40.21573|-74.76172
1325|1|1|40.53722|-74.61779
1326|1|1|39.87356|-74.94101
1327|1|1|40.55456|-74.27717
1328|1|1|39.94692|-74.97255
1329|1|1|40.71938|-74.83607
1330|1|1|40.12294|-74.04833
1331|1|1|40.74931|-74.02336
1332|1|1|41.001981|-74.3401151
1333|1|1|40.49619|-74.44437
1334|1|1|40.35541|-74.07454
1335|1|1|39.95547|-74.87109
1336|1|1|40.65089|-74.34814
1337|1|1|40.74635|-74.25941
1338|1|1|39.90627|-74.96943
1339|1|1|40.81779|-74.21169
1340|1|1|40.87285|-74.29609
1341|1|1|40.09623|-74.10081
1342|1|1|40.65977|-74.28262
1343|1|1|39.53069|-74.64474
1344|1|1|40.36843|-74.94773
1345|1|1|41.00379|-74.29236
1346|1|1|40.71916|-74.56979
1347|1|1|40.26148|-74.0212
1348|1|1|39.97722|-74.18288
1349|1|1|40.35322|-74.07471
1350|1|1|39.37483|-74.43243
1351|1|1|40.69167|-74.1912
1352|1|1|35.24264|-106.66486
1353|1|1|35.05791|-106.61629
1354|1|1|36.72888|-108.20528
1355|1|1|35.1598489|-106.5596851
1356|1|1|34.07009|-106.893
1357|1|1|32.7746232|-108.2756045
1358|1|1|35.00047|-106.02402
1359|1|1|35.66204|-105.96529
1360|1|1|35.59643|-106.05175
1361|1|1|36.40605|-105.57326
1362|1|1|35.08488|-106.65178
1363|1|1|35.65877|-105.99381
1364|1|1|35.62191|-105.206
1365|1|1|35.16217|-106.6016
1366|1|1|36.20618|-105.96083
1367|1|1|32.28566|-106.74832
1368|1|1|32.31076|-106.74271
1369|1|1|32.30806|-106.83723
1370|1|1|32.26747|-107.75999
1371|1|1|35.08019|-106.60868
1372|1|1|32.89724|-105.93052
1373|1|1|35.13015|-106.56995
1374|1|1|35.08022|-106.60676
1375|1|1|35.1267548|-106.6148952
1376|1|1|35.81419|-106.53132
1377|1|1|32.30959|-106.79338
1378|1|1|36.40605|-105.57326
1379|1|1|36.20618|-105.96083
1380|1|1|35.32646|-106.58467
1381|1|1|32.8906|-105.93402
1382|1|4|35.12404|-106.62081
1382|2|4|35.13194|-106.61208
1382|3|4|35.11782|-106.62502
1382|4|4|35.11976|-106.62433
1383|1|1|35.04608|-106.63967
1384|1|1|35.6397|-106.01588
1385|1|1|35.13015|-106.56995
1386|1|1|32.89724|-105.93052
1387|1|1|35.68538|-105.93977
1388|1|1|35.66204|-105.96529
1389|1|1|42.57278|-76.85807
1390|1|1|42.81657|-73.943
1391|1|1|40.76045|-73.97424
1392|1|1|42.73572|-73.6876
1393|1|1|40.77958|-73.97762
1394|1|1|43.04814|-76.15389
1395|1|1|40.73436|-73.99225
1396|1|1|42.1035004|-79.3238349
1397|1|1|40.8902|-72.39269
1398|1|1|41.9520243|-74.0433797
1399|1|1|40.67393|-74.01196
1400|1|1|43.16457|-77.61541
1401|1|1|42.9593225|-78.7694456
1402|1|1|40.9456686|-73.8795901
1403|1|1|43.99523|-75.91563
1404|1|1|42.38112|-76.87425
1405|1|1|43.13624|-77.76181
1406|1|1|43.08789|-77.61617
1407|1|1|40.75521|-73.98538
1408|1|1|41.12709|-74.16291
1409|1|1|40.76218|-73.97264
1410|1|1|41.28565|-73.92996
1411|1|1|42.8812|-78.87742
1412|1|1|42.10751|-75.90722
1413|1|1|40.67061|-73.98198
1414|1|1|43.08027|-73.78499
1415|1|1|42.7679234|-78.7441772
1416|1|1|43.09113|-73.76782
1417|1|1|40.61227|-74.13258
1418|1|1|41.06907|-72.33555
1419|1|1|44.26712|-73.33317
1420|1|1|43.09113|-73.76782
1421|1|1|40.73863|-73.98727
1422|1|1|40.7434243|-74.0074976
1423|1|2|40.72309|-74.0039076
1423|2|2|40.6258114|-74.075772
1424|1|1|41.11541|-74.1538
1425|1|1|43.05109|-76.16159
1426|1|1|43.10368|-75.24422
1427|1|1|42.14403|-77.05711
1428|1|1|40.72329|-74.00382
1429|1|1|42.74629|-73.76355
1430|1|1|42.7679234|-78.7441772
1431|1|1|40.73504|-73.59254
1432|1|1|40.7797|-73.55963
1433|1|1|43.06897|-76.0943
1434|1|1|44.74106|-74.26254
1435|1|1|44.2927022|-73.9840646
1436|1|1|44.68922|-73.50759
1437|1|1|44.69819|-73.45182
1438|1|1|43.45686|-76.51103
1439|1|1|41.93163|-74.01199
1440|1|1|43.1413066|-73.6078164
1441|1|1|40.7099|-74.00878
1442|1|1|40.870431|-73.1282449
1443|1|1|40.94533|-73.07344
1444|1|1|42.41399|-76.5332
1445|1|1|41.76919|-73.92947
1446|1|1|40.63503|-73.93321
1447|1|1|43.16457|-77.61541
1448|1|2|40.73684|-73.99069
1448|2|2|40.7356625|-73.9915425
1449|1|1|40.8065|-73.95362
1450|1|1|40.7555856|-73.9862414
1451|1|1|41.10246|-72.37269
1452|1|1|40.68227|-73.96551
1453|1|1|44.29017|-73.98532
1454|1|1|41.74833|-74.10562
1455|1|1|41.6956787|-73.892468
1456|1|1|43.16457|-77.61541
1457|1|1|42.95639|-78.89649
1458|1|1|43.10368|-75.24422
1459|1|1|43.04809|-76.15459
1460|1|1|42.43919|-79.33225
1461|1|1|42.27507|-78.67063
1462|1|1|42.37301|-75.06721
1463|1|1|42.4473375|-75.0931715
1464|1|1|41.05814|-74.02387
1465|1|1|43.30962|-73.64477
1466|1|1|42.94902|-77.58246
1467|1|2|42.5886522|-74.9400289
1467|2|2|42.3904184|-75.3985179
1468|1|1|43.31759|-73.63991
1469|1|1|40.7581666|-73.9793626
1470|1|1|40.84894|-73.3660551
1471|1|1|40.75002|-74.00846
1472|1|1|42.44219|-76.49002
1473|1|1|42.65414|-73.74773
1474|1|1|42.30725|-74.25101
1475|1|1|40.78139|-73.95252
1476|1|1|41.28453|-73.56769
1477|1|1|42.6251424|-75.1898886
1478|1|1|42.96488|-78.69782
1479|1|1|42.81523|-78.79948
1480|1|1|43.45686|-76.51103
1481|1|1|42.73572|-73.6876
1482|1|1|42.73572|-73.6876
1483|1|1|40.7216|-73.95763
1484|1|1|40.76596|-73.0168
1485|1|1|42.62634|-74.94034
1486|1|1|42.89077|-78.87247
1487|1|1|44.69632|-73.48902
1488|1|1|40.7592|-73.0216
1489|1|1|40.75507|-73.41441
1490|1|1|42.65257|-73.75112
1491|1|1|42.43983|-76.49929
1492|1|1|40.59959|-73.65531
1493|1|1|43.17013|-76.31176
1494|1|1|40.78331|-73.97915
1495|1|1|43.41852|-73.71412
1496|1|1|35.9099492|-75.6763851
1497|1|1|36.18679|-75.86389
1498|1|1|36.2114653|-81.675115
1499|1|1|35.93078|-78.92005
1500|1|1|35.91305|-79.05542
1501|1|1|35.81042|-78.61792
1502|1|1|35.7106556|-77.930508
1503|1|1|36.00019|-78.90805
1504|1|1|36.00019|-78.90805
1505|1|1|35.7106556|-77.930508
1506|1|1|35.99245|-79.88428
1507|1|1|35.20825|-80.86031
1508|1|1|35.51244|-82.88388
1509|1|1|35.77827|-78.64901
1510|1|1|35.1893534|-80.8705737
1511|1|1|35.99245|-79.88428
1512|1|1|35.17991|-80.88335
1513|1|2|35.6209266|-82.3259806
1513|2|2|35.5963008|-82.3106585
1514|1|1|35.17896|-79.49097
1515|1|1|36.01042|-75.6694
1516|1|1|35.18549|-80.88092
1517|1|1|35.73258|-81.34051
1518|1|1|35.80278|-78.59593
1519|1|1|36.0368577|-78.4853909
1520|1|1|36.06865|-79.7904
1521|1|1|35.26277|-77.58248
1522|1|1|36.51528|-79.71589
1523|1|2|35.18309|-80.64771
1523|2|2|35.6894143|-80.4680187
1524|1|1|35.07057|-78.95515
1525|1|1|35.90367|-78.76249
1526|1|1|36.02155|-79.84047
1527|1|1|35.59619|-82.55322
1528|1|1|35.48181|-80.8782
1529|1|1|35.20694|-80.86232
1530|1|1|35.05388|-78.88271
1531|1|1|35.13164|-80.71147
1532|1|1|35.57174|-82.5014
1533|1|1|35.37333|-83.22244
1534|1|1|35.60828|-77.37317
